id,price,date,yr_sold,yr_built,age_at_sale,reno,yr_renovated,condition,grade,view,floors,bedrooms,bathrooms,basement,sqft_lot,sqft_living,sqft_basement,sqft_above,sqft_living15,sqft_lot15,lat,long,zipcode
1516000055,650000,2014-12-10,2014,1959,55,0,0,4,8,3,1.0,3,2.25,1,21235,2150,560,1590,2570,18900,47.4336,-122.339,98166
9558200045,289000,2014-08-28,2014,1954,60,0,0,3,7,0,1.0,3,1.75,0,8400,1260,0,1260,1290,8750,47.4366,-122.335,98148
5072410070,505000,2014-10-21,2014,1973,41,0,0,5,8,0,2.0,3,1.75,0,8690,2519,0,2519,2500,9500,47.4428,-122.344,98166
9528102996,549000,2014-12-07,2014,2014,0,0,0,3,8,0,3.0,3,1.75,0,1044,1540,0,1540,1580,3090,47.6765,-122.32,98115
1189001180,425000,2014-06-03,2014,1979,35,0,0,3,7,0,1.0,3,2.25,1,6000,1660,550,1110,1440,4080,47.6113,-122.29700000000001,98122
3253500160,317625,2014-11-20,2014,1925,89,0,0,5,7,0,1.5,3,2.75,1,3809,2770,1000,1770,1440,4000,47.5747,-122.304,98144
3394100030,975000,2014-09-09,2014,1989,25,0,0,3,10,0,2.0,4,2.5,0,11049,2720,0,2720,2750,11049,47.5815,-122.19200000000001,98004
3717000160,287000,2014-10-09,2014,2005,9,0,0,3,7,0,2.0,4,2.5,0,4648,2240,0,2240,2221,4557,47.3378,-122.257,98001
1274500060,204000,2014-08-25,2014,1968,46,0,0,4,7,0,1.0,3,1.0,0,12070,1000,0,1000,1010,12635,47.3621,-122.11,98042
1802000060,1330000,2014-06-12,2014,1965,49,0,0,3,8,0,1.0,5,2.25,1,20158,3200,1600,1600,3390,20158,47.6303,-122.215,98004
1525059190,1040000,2014-09-12,2014,1973,41,0,0,4,11,0,1.0,5,3.25,1,50094,4770,1700,3070,3530,38917,47.6525,-122.16,98005
1049000060,325000,2015-01-05,2015,1972,43,0,0,4,7,0,1.0,3,2.0,0,5612,1260,0,1260,1640,4745,47.7362,-122.179,98034
8820901275,571000,2014-06-10,2014,1916,98,0,0,5,7,0,1.5,4,2.0,1,7807,2750,500,2250,1510,7807,47.7168,-122.287,98125
5416510140,360000,2014-07-10,2014,2005,9,0,0,3,8,0,2.0,4,2.5,0,5000,2380,0,2380,2420,5000,47.3608,-122.036,98038
3444100400,349000,2015-03-16,2015,1965,50,0,0,5,7,0,1.0,3,1.75,1,50529,1790,700,1090,1940,50529,47.3511,-122.073,98042
3276920270,832500,2014-11-05,2014,1986,28,0,0,4,10,0,2.0,4,4.0,1,35102,3430,1040,2390,3240,35020,47.5822,-121.98700000000001,98075
4036801170,380000,2014-10-13,2014,1956,58,0,0,3,7,0,1.0,4,1.75,1,7300,1760,880,880,1680,7500,47.6034,-122.125,98008
2391600320,480000,2015-04-20,2015,1941,74,0,0,3,7,0,1.0,3,1.0,0,5060,1040,0,1040,890,5060,47.5636,-122.39399999999999,98116
6300000287,410000,2014-06-09,2014,1956,58,0,0,4,7,0,1.0,3,1.0,1,5060,1410,500,910,1130,5693,47.7073,-122.34,98133
1531000030,720000,2015-03-23,2015,2002,13,0,0,3,10,0,2.0,4,2.5,0,39683,3450,0,3450,3350,39750,47.342,-122.025,98010
5104520400,390000,2014-12-02,2014,2003,11,0,0,3,8,0,2.0,3,2.5,0,5100,2350,0,2350,2350,5363,47.3512,-122.008,98038
7437100340,360000,2014-12-22,2014,1992,22,0,0,3,7,0,2.0,4,2.5,0,5889,1900,0,1900,1870,6405,47.349,-122.031,98038
9418400240,355000,2014-10-28,2014,1948,66,0,0,3,7,0,1.0,2,1.0,1,6720,2020,1010,1010,1720,6720,47.5474,-122.291,98118
1523059105,356000,2015-01-28,2015,1964,51,0,0,3,8,0,1.0,3,1.5,0,8712,1680,0,1680,1850,8797,47.4811,-122.149,98059
1133000671,315000,2014-06-02,2014,1952,62,0,0,3,6,0,1.0,3,1.0,0,6634,960,0,960,1570,7203,47.7264,-122.31,98125
4232902595,940000,2014-11-14,2014,1925,89,0,0,3,9,0,2.0,3,1.5,1,3600,2140,240,1900,2020,4800,47.6337,-122.365,98119
2599001200,305000,2014-11-03,2014,1961,53,0,0,5,7,0,1.5,5,2.25,0,8400,2660,0,2660,1590,8165,47.2909,-122.189,98092
3342103156,461000,2014-06-18,2014,2006,8,0,0,3,9,0,2.0,3,3.25,1,6278,2770,790,1980,1900,7349,47.5228,-122.199,98056
1332700270,215000,2014-05-19,2014,1979,35,0,0,4,7,0,2.0,2,2.25,0,2040,1610,0,1610,1950,2025,47.518,-122.194,98056
3869900162,335000,2014-09-04,2014,2006,8,0,0,3,7,0,2.0,2,1.75,1,1066,1030,265,765,1030,1106,47.5394,-122.387,98136
2791500270,243500,2014-05-22,2014,1988,26,0,0,3,7,0,2.0,4,2.5,0,7403,1980,0,1980,1980,7510,47.2897,-122.37200000000001,98023
5036300431,1100000,2015-03-11,2015,2001,14,0,0,4,10,0,2.0,5,2.75,0,6353,3520,0,3520,2520,6250,47.6506,-122.391,98199
4168000060,153000,2015-02-26,2015,1962,53,0,0,3,7,0,1.0,3,1.0,0,10500,1200,0,1200,1350,10500,47.321999999999996,-122.351,98023
6021501535,430000,2014-07-25,2014,1939,75,0,0,3,8,0,1.0,3,1.5,1,5000,1580,290,1290,1570,4500,47.687,-122.38600000000001,98117
6021501535,700000,2014-12-23,2014,1939,75,0,0,3,8,0,1.0,3,1.5,1,5000,1580,290,1290,1570,4500,47.687,-122.38600000000001,98117
1483300570,905000,2014-09-08,2014,1946,68,1,1991,3,7,0,1.0,4,2.5,1,10250,3300,910,2390,1950,6045,47.5873,-122.249,98040
3422049190,247500,2015-03-30,2015,1967,48,0,0,3,7,0,1.0,3,1.75,0,15681,1960,0,1960,1750,15616,47.3576,-122.277,98032
1099611230,199000,2014-09-12,2014,1975,39,0,0,4,7,0,1.0,4,1.5,0,6400,1160,0,1160,1160,6400,47.3036,-122.37799999999999,98023
722079104,314000,2014-07-11,2014,1980,34,0,0,5,7,0,1.0,3,1.75,1,41800,1810,600,1210,1650,135036,47.4109,-121.958,98038
7338200240,437500,2014-05-16,2014,1992,22,0,0,3,9,2,2.0,3,2.5,0,36847,2320,0,2320,2550,35065,47.4838,-121.714,98045
1952200240,850830,2014-06-11,2014,1910,104,0,0,5,9,0,1.5,3,2.5,1,13241,2070,800,1270,2200,4500,47.6415,-122.315,98102
5200100125,555000,2014-10-27,2014,1929,85,0,0,4,7,0,1.5,3,2.0,1,3478,1980,540,1440,1610,3478,47.6775,-122.37200000000001,98117
7214720075,699950,2014-12-12,2014,1983,31,0,0,4,8,0,2.0,3,2.25,0,107593,2190,0,2190,2570,47777,47.7731,-122.08,98077
2450000295,1090000,2014-10-07,2014,1950,64,1,2010,3,8,0,2.0,3,2.5,0,8113,2920,0,2920,2370,8113,47.5814,-122.196,98004
6197800045,290000,2014-09-24,2014,1954,60,0,0,3,7,0,1.0,3,1.0,0,33919,1210,0,1210,1640,14910,47.4375,-122.184,98058
1328310370,375000,2015-04-02,2015,1978,37,0,0,4,8,0,1.0,3,2.5,1,10005,2340,880,1460,2250,8162,47.4431,-122.133,98058
546000875,460000,2014-05-23,2014,1939,75,0,0,4,7,0,1.5,3,1.0,1,4005,1670,500,1170,1240,4005,47.6878,-122.38,98117
3530510041,188500,2014-07-23,2014,1985,29,0,0,4,8,0,1.0,2,1.75,0,2493,1240,0,1240,1270,4966,47.3813,-122.322,98198
1853000400,680000,2015-03-05,2015,1991,24,0,0,4,10,0,2.0,4,2.5,0,28037,3140,0,3140,2990,35001,47.7304,-122.08200000000001,98077
3134100116,470000,2014-08-27,2014,1942,72,0,0,4,7,0,2.0,5,1.75,0,12342,2030,0,2030,2500,9433,47.6417,-122.109,98052
9545230140,597750,2014-07-25,2014,1984,30,0,0,3,8,0,2.0,4,2.5,0,9624,2310,0,2310,1940,9636,47.5386,-122.053,98027
3362400511,570000,2015-03-04,2015,1905,110,0,0,5,6,0,1.0,3,1.75,1,3328,1260,560,700,1380,3536,47.6823,-122.34899999999999,98103
2525310310,272500,2014-09-16,2014,1980,34,0,0,4,7,0,1.0,3,1.75,0,12600,1540,0,1160,1540,11656,47.3624,-122.031,98038
6126500060,329950,2014-11-24,2014,1971,43,0,0,3,7,2,1.0,3,1.75,1,5969,2080,1000,1080,2090,5500,47.5474,-122.295,98108
3626039325,740500,2014-11-21,2014,1900,114,0,0,3,8,0,2.0,3,3.5,0,6350,4380,0,2780,1830,6350,47.6981,-122.368,98117
3362400431,518500,2014-06-26,2014,2010,4,0,0,3,8,0,3.0,3,3.5,0,1102,1590,0,1590,1620,3166,47.6824,-122.34700000000001,98103
4060000240,205425,2014-06-23,2014,1945,69,0,0,4,6,0,1.0,2,1.0,0,6780,880,0,880,1190,6780,47.5009,-122.24799999999999,98178
3454800060,171800,2015-01-08,2015,1950,65,0,0,3,6,0,1.0,4,2.0,0,9600,1570,0,1570,1880,9000,47.4965,-122.303,98168
1695900060,535000,2015-05-11,2015,1925,90,0,0,4,7,0,1.5,4,1.0,0,2982,1610,0,1610,1610,4040,47.586999999999996,-122.294,98144
7278700070,660000,2015-01-02,2015,1964,51,0,0,3,8,2,1.0,3,2.5,1,6474,2400,840,1560,2340,10856,47.7728,-122.38600000000001,98177
6675500070,391500,2014-11-19,2014,1987,27,0,0,3,7,0,1.0,3,2.0,0,9132,1450,0,1450,1580,9104,47.7288,-122.226,98034
3626039187,395000,2015-04-06,2015,1953,62,0,0,3,6,0,1.0,2,1.0,0,6000,770,0,770,1710,6000,47.6999,-122.36399999999999,98117
3524049083,445000,2014-11-04,2014,1924,90,0,0,5,7,0,1.5,4,1.75,1,4400,2100,380,1720,1850,4400,47.5299,-122.266,98118
3275860240,770000,2014-06-18,2014,1990,24,0,0,3,9,0,2.0,3,2.25,0,10204,2910,0,2910,2700,13992,47.6897,-122.098,98052
4389200955,1450000,2015-03-02,2015,1914,101,1,1992,3,8,0,1.5,4,2.75,1,17789,2750,770,1980,3060,11275,47.6141,-122.212,98004
4058801670,445000,2014-07-17,2014,1967,47,0,0,3,8,2,1.0,3,2.25,1,8201,2100,480,1620,2660,8712,47.5091,-122.244,98178
8732020310,260000,2014-07-17,2014,1978,36,0,0,3,8,0,1.0,4,2.25,1,8811,2160,800,1360,2090,8400,47.3129,-122.39,98023
2331300505,822500,2014-06-13,2014,1926,88,0,0,5,7,0,2.0,5,3.5,1,4960,2320,600,1720,1700,4960,47.6763,-122.352,98103
3668000070,212000,2015-01-05,2015,1986,29,0,0,4,7,0,1.0,3,1.75,0,7875,1060,0,1060,1420,7680,47.2761,-122.152,98092
9545240070,660500,2015-04-28,2015,1986,29,0,0,3,8,0,1.0,4,2.25,1,9603,2010,570,1440,2060,9793,47.5343,-122.054,98027
1243100136,784000,2014-06-12,2014,1989,25,0,0,3,9,0,1.5,3,3.5,1,111078,3950,1490,2460,2480,88500,47.696999999999996,-122.072,98052
8929000270,453246,2014-05-12,2014,2014,0,0,0,3,8,0,2.0,3,2.5,1,2287,2010,620,1390,1690,1662,47.5517,-121.99799999999999,98029
2767602356,675000,2015-01-26,2015,2005,10,0,0,3,9,0,3.0,4,3.5,0,2278,2140,0,2140,1540,2285,47.6734,-122.38,98107
921049315,199000,2014-08-13,2014,1956,58,0,0,4,7,0,1.0,3,1.75,0,17390,1320,0,1320,1550,19265,47.3257,-122.296,98003
3655000070,220000,2014-08-05,2014,1968,46,0,0,3,7,0,1.0,4,1.75,1,7840,2020,1010,1010,1750,8140,47.3309,-122.29899999999999,98003
4027700812,452000,2014-05-29,2014,1968,46,0,0,4,8,0,1.0,4,2.25,1,10002,2590,1250,1340,1550,10436,47.7689,-122.266,98028
3992700335,382500,2014-07-07,2014,1981,33,0,0,3,6,0,1.0,2,1.0,0,4440,1190,0,1190,1060,5715,47.7135,-122.287,98125
2767603505,519950,2014-05-07,2014,2014,0,0,0,3,8,0,3.0,3,2.25,0,1249,1170,0,1170,1350,1310,47.6722,-122.381,98107
4232901525,665000,2014-06-27,2014,1925,89,0,0,3,7,0,1.0,2,1.0,0,3200,1110,0,1110,1170,3600,47.6338,-122.35799999999999,98119
1777500060,527700,2014-07-08,2014,1968,46,0,0,4,8,0,1.0,5,2.5,1,9375,2820,1270,1550,2820,9375,47.5707,-122.12799999999999,98006
1432900240,205000,2015-05-08,2015,1962,53,0,0,4,7,0,1.0,3,1.0,1,8579,1610,600,1010,1610,8579,47.4563,-122.171,98058
6140100875,420000,2015-04-15,2015,1923,92,0,0,4,7,0,1.0,3,1.0,1,8097,1060,120,940,1560,7940,47.7144,-122.351,98133
6071600370,500000,2015-02-27,2015,1961,54,0,0,4,8,0,1.0,4,2.25,1,8517,2030,650,1380,2230,8824,47.5495,-122.17399999999999,98006
1526069017,921500,2014-12-03,2014,1994,20,0,0,4,9,0,2.0,4,2.5,0,315374,3670,0,3670,2840,87991,47.7421,-122.02600000000001,98077
809001525,890000,2014-06-25,2014,1905,109,0,0,3,8,0,2.0,4,1.0,1,4000,2550,180,2370,2200,4000,47.6354,-122.353,98109
3224079105,430000,2014-08-06,2014,2007,7,0,0,3,7,0,2.0,2,2.5,0,60984,2420,0,2420,1940,193842,47.5262,-121.943,98027
8075400570,258000,2014-10-30,2014,1960,54,0,0,4,8,0,1.0,5,2.0,1,12500,2260,1130,1130,1360,18000,47.3887,-122.286,98032
1994200024,511000,2014-11-04,2014,1947,67,0,0,3,7,0,1.0,3,1.0,1,3455,1430,450,980,1450,4599,47.6873,-122.336,98103
3362900810,532170,2014-08-20,2014,1990,24,0,0,3,8,0,2.0,3,2.0,0,3090,1360,0,1360,1500,3090,47.6838,-122.353,98103
1324300398,560000,2015-04-09,2015,1947,68,0,0,3,7,0,1.5,3,1.0,0,5000,1110,0,1110,1420,5000,47.655,-122.359,98107
537000445,282950,2015-03-31,2015,1954,61,0,0,4,7,0,1.0,3,1.0,0,8200,1250,0,1250,1680,8633,47.3255,-122.304,98003
7855801670,2250000,2015-04-01,2015,2006,9,0,0,3,12,3,2.0,4,3.25,1,19850,5180,1640,3540,3160,9750,47.562,-122.162,98006
7920100045,350000,2014-05-16,2014,1942,72,0,0,3,7,0,1.0,1,1.0,0,5100,700,0,700,1010,5100,47.678999999999995,-122.3,98115
8960000030,215000,2014-07-28,2014,1967,47,0,0,4,7,0,1.0,3,1.0,0,7669,1180,0,1180,1190,7669,47.4479,-122.176,98058
6388930390,650000,2014-11-20,2014,1996,18,0,0,3,9,0,2.0,5,3.5,1,25245,3960,1460,2500,2640,13675,47.525,-122.17200000000001,98056
8731900200,320000,2014-08-07,2014,1967,47,0,0,3,8,0,1.0,4,2.75,1,7500,2640,1020,1620,1980,7875,47.3135,-122.369,98023
8029200135,247000,2014-11-13,2014,1916,98,1,2013,3,7,0,1.5,3,2.0,0,7198,1270,0,1270,1160,7198,47.2086,-121.99600000000001,98022
1081200350,320000,2014-10-03,2014,1968,46,0,0,4,8,0,1.0,4,1.75,0,11180,1760,0,1760,1730,11180,47.4715,-122.118,98059
84000105,255000,2014-05-07,2014,1962,52,0,0,3,7,0,1.0,5,2.25,1,8632,2060,1030,1030,1010,11680,47.4877,-122.335,98146
3756500060,438000,2015-03-09,2015,1962,53,0,0,3,7,0,1.0,3,1.75,0,9660,1780,0,1780,1200,9660,47.7171,-122.193,98034
7215720160,900000,2015-03-04,2015,2000,15,0,0,3,10,0,2.0,3,2.5,0,16603,3400,0,3400,3400,12601,47.6012,-122.023,98075
3574800520,441000,2014-06-20,2014,1979,35,0,0,3,7,0,1.0,3,2.75,1,7280,1910,750,1160,1710,8152,47.7319,-122.22399999999999,98034
2617300160,420000,2014-08-12,2014,1975,39,0,0,4,7,0,1.0,3,2.0,1,38332,2020,1010,1010,2110,36590,47.4582,-122.023,98027
2558660270,370000,2014-12-08,2014,1976,38,0,0,3,7,0,1.0,3,1.75,1,7000,1580,400,1180,1640,7500,47.7209,-122.16799999999999,98034
2009000370,269950,2015-02-19,2015,1949,66,0,0,5,5,0,1.0,2,1.75,1,7250,1340,640,700,1830,9750,47.408,-122.32700000000001,98198
1836980160,807100,2015-03-24,2015,1999,16,0,0,3,9,0,2.0,4,2.5,0,4499,2680,0,2680,2920,4500,47.565,-122.125,98006
3261020370,653000,2014-06-05,2014,1979,35,0,0,4,8,0,1.0,3,2.5,1,9750,2680,1070,1610,2480,8750,47.7028,-122.23100000000001,98034
1755700060,371500,2014-06-11,2014,1964,50,0,0,5,7,0,1.0,3,2.0,0,8336,1370,0,1370,1770,7288,47.7458,-122.331,98133
4330600435,284000,2015-03-16,2015,1954,61,0,0,3,7,0,1.0,3,1.75,0,21000,1560,0,1560,1070,7920,47.4776,-122.337,98166
9542800700,272000,2015-01-02,2015,1978,37,0,0,4,7,0,1.0,3,1.75,1,7140,2160,490,1670,1930,7350,47.3026,-122.374,98023
1999700045,313000,2014-05-02,2014,1955,59,0,0,3,7,0,1.5,3,1.5,0,7912,1340,0,1340,1480,7940,47.7658,-122.339,98133
1762600070,917500,2015-01-16,2015,1984,31,0,0,3,10,0,2.0,4,2.5,1,35003,3880,1310,2570,3740,35230,47.6477,-122.182,98033
1687900520,673000,2014-09-29,2014,1980,34,0,0,4,8,0,2.0,4,2.25,0,8190,2590,0,2590,2260,8335,47.5619,-122.125,98006
7234600798,425000,2015-02-10,2015,2008,7,0,0,3,8,0,2.0,3,2.5,1,1100,1120,300,820,1590,1795,47.6106,-122.31,98122
3881900445,399950,2014-07-09,2014,1986,28,0,0,3,7,0,1.0,5,2.75,1,5400,1970,650,1320,1280,2150,47.5868,-122.30799999999999,98144
2254502445,385000,2014-05-30,2014,1901,113,0,0,3,6,0,1.0,3,1.0,0,4800,1220,0,1220,1200,4800,47.6101,-122.307,98122
5437810320,269950,2014-11-17,2014,1975,39,0,0,4,7,2,1.0,3,1.5,1,7560,1950,630,1320,1950,8941,47.1976,-121.999,98022
9158100075,330000,2015-01-07,2015,1949,66,0,0,3,7,0,1.0,2,1.0,1,8220,1350,290,1060,1540,8280,47.7224,-122.35799999999999,98177
3830630310,260000,2014-07-25,2014,1988,26,0,0,3,7,0,2.0,3,2.5,0,5797,1670,0,1670,1670,6183,47.3505,-122.179,98030
8123100045,470000,2015-04-14,2015,1925,90,0,0,4,7,0,1.5,4,3.0,1,5125,2380,700,1680,1410,5375,47.5384,-122.376,98126
3127200041,589000,2014-06-13,2014,1961,53,0,0,5,7,0,2.0,4,3.0,0,9600,2440,0,2440,2290,9600,47.7044,-122.2,98034
6661200320,163500,2014-07-23,2014,1996,18,0,0,3,7,0,2.0,2,1.5,0,3419,1050,0,1050,1050,3417,47.3848,-122.039,98038
