id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,basement,reno,yr_sold,age_at_sale,bb_ratio,yrs_since_reno,zip_avg,mo_sold_1,mo_sold_2,mo_sold_3,mo_sold_4,mo_sold_5,mo_sold_6,mo_sold_7,mo_sold_8,mo_sold_9,mo_sold_10,mo_sold_11,mo_sold_12
7955080270,2014-12-03,322500,4,2.75,2060,6659,1.0,0,0,3,7,1280,780,1981,0,98058,47.4276,-122.15700000000001,2020,8720,1,0,2014,33,1.4545454545454546,0,365714,0,0,0,0,0,0,0,0,0,0,0,1
2078500320,2014-06-20,605000,4,2.5,2620,7553,2.0,0,0,3,8,2620,0,1996,0,98056,47.5301,-122.18,2620,11884,0,0,2014,18,1.6,0,438108,0,0,0,0,0,1,0,0,0,0,0,0
5547700270,2014-07-15,625000,4,2.5,2570,5520,2.0,0,0,3,9,2570,0,2000,0,98074,47.6145,-122.027,2470,5669,0,0,2014,14,1.6,0,709751,0,0,0,0,0,0,1,0,0,0,0,0
9270200160,2014-10-28,685000,3,1.0,1570,2280,2.0,0,0,3,7,1570,0,1922,0,98119,47.6413,-122.36399999999999,1580,2640,0,0,2014,92,3.0,0,860011,0,0,0,0,0,0,0,0,0,1,0,0
1432701230,2014-07-29,309000,3,1.0,1280,9656,1.0,0,0,4,6,920,360,1959,0,98058,47.4485,-122.175,1340,8808,1,0,2014,55,3.0,0,365714,0,0,0,0,0,0,1,0,0,0,0,0
8035350320,2014-07-18,488000,3,2.5,3160,13603,2.0,0,0,3,8,3160,0,2003,0,98019,47.7443,-121.977,3050,9232,0,0,2014,11,1.2,0,430827,0,0,0,0,0,0,1,0,0,0,0,0
8945200830,2015-03-25,210490,3,1.0,990,8528,1.0,0,0,3,6,990,0,1966,0,98023,47.3066,-122.37100000000001,1228,8840,0,0,2015,49,3.0,0,296748,0,0,1,0,0,0,0,0,0,0,0,0
4178300310,2014-07-16,785000,4,2.5,2290,13416,2.0,0,0,4,9,2290,0,1981,0,98007,47.6194,-122.15100000000001,2680,13685,0,0,2014,33,1.6,0,622180,0,0,0,0,0,0,1,0,0,0,0,0
9215400105,2015-04-28,450000,3,1.75,1250,5963,1.0,0,0,4,7,1250,0,1953,0,98115,47.6796,-122.301,970,5100,0,0,2015,62,1.7142857142857142,0,634010,0,0,0,1,0,0,0,0,0,0,0,0
5245600105,2014-09-16,228000,3,1.0,1190,9199,1.0,0,0,3,7,1190,0,1955,0,98148,47.4258,-122.322,1190,9364,0,0,2014,59,3.0,0,286343,0,0,0,0,0,0,0,0,1,0,0,0
7518505990,2014-12-31,600000,3,1.75,1410,4080,1.0,0,0,4,7,1000,410,1950,0,98117,47.6808,-122.384,1410,4080,1,0,2014,64,1.7142857142857142,0,594123,0,0,0,0,0,0,0,0,0,0,0,1
3626039271,2015-02-05,585000,2,1.75,1980,8550,1.0,0,0,3,7,990,990,1981,0,98117,47.6989,-122.369,1480,6738,1,0,2015,34,1.1428571428571428,0,594123,0,1,0,0,0,0,0,0,0,0,0,0
4217401195,2015-03-03,920000,5,2.25,2730,6000,1.5,0,0,3,8,2130,600,1927,0,98105,47.6571,-122.281,2730,6000,1,0,2015,88,2.2222222222222223,0,866837,0,0,1,0,0,0,0,0,0,0,0,0
9822700295,2014-05-12,885000,4,2.5,2830,5000,2.0,0,0,3,9,2830,0,1995,0,98105,47.6597,-122.29,1950,5000,0,0,2014,19,1.6,0,866837,0,0,0,0,1,0,0,0,0,0,0,0
9478500640,2014-08-19,292500,4,2.5,2250,4495,2.0,0,0,3,7,2250,0,2008,0,98042,47.3663,-122.11399999999999,2250,4500,0,0,2014,6,1.6,0,320282,0,0,0,0,0,0,0,1,0,0,0,0
2799800710,2015-04-07,301000,3,2.5,2420,4750,2.0,0,0,3,8,2420,0,2003,0,98042,47.3663,-122.12200000000001,2690,4750,0,0,2015,12,1.2,0,320282,0,0,0,1,0,0,0,0,0,0,0,0
8079040320,2015-02-23,430000,4,3.0,1850,9976,2.0,0,0,3,8,1850,0,1991,0,98059,47.5059,-122.149,2270,8542,0,0,2015,24,1.3333333333333333,0,522263,0,1,0,0,0,0,0,0,0,0,0,0
9558200045,2014-08-28,289000,3,1.75,1260,8400,1.0,0,0,3,7,1260,0,1954,0,98148,47.4366,-122.335,1290,8750,0,0,2014,60,1.7142857142857142,0,286343,0,0,0,0,0,0,0,1,0,0,0,0
1189001180,2014-06-03,425000,3,2.25,1660,6000,1.0,0,0,3,7,1110,550,1979,0,98122,47.6113,-122.29700000000001,1440,4080,1,0,2014,35,1.3333333333333333,0,651815,0,0,0,0,0,1,0,0,0,0,0,0
3717000160,2014-10-09,287000,4,2.5,2240,4648,2.0,0,0,3,7,2240,0,2005,0,98001,47.3378,-122.257,2221,4557,0,0,2014,9,1.6,0,293715,0,0,0,0,0,0,0,0,0,1,0,0
1274500060,2014-08-25,204000,3,1.0,1000,12070,1.0,0,0,4,7,1000,0,1968,0,98042,47.3621,-122.11,1010,12635,0,0,2014,46,3.0,0,320282,0,0,0,0,0,0,0,1,0,0,0,0
1049000060,2015-01-05,325000,3,2.0,1260,5612,1.0,0,0,4,7,1260,0,1972,0,98034,47.7362,-122.179,1640,4745,0,0,2015,43,1.5,0,576935,1,0,0,0,0,0,0,0,0,0,0,0
5416510140,2014-07-10,360000,4,2.5,2380,5000,2.0,0,0,3,8,2380,0,2005,0,98038,47.3608,-122.036,2420,5000,0,0,2014,9,1.6,0,386242,0,0,0,0,0,0,1,0,0,0,0,0
4036801170,2014-10-13,380000,4,1.75,1760,7300,1.0,0,0,3,7,880,880,1956,0,98008,47.6034,-122.125,1680,7500,1,0,2014,58,2.2857142857142856,0,669093,0,0,0,0,0,0,0,0,0,1,0,0
2391600320,2015-04-20,480000,3,1.0,1040,5060,1.0,0,0,3,7,1040,0,1941,0,98116,47.5636,-122.39399999999999,890,5060,0,0,2015,74,3.0,0,634350,0,0,0,1,0,0,0,0,0,0,0,0
6300000287,2014-06-09,410000,3,1.0,1410,5060,1.0,0,0,4,7,910,500,1956,0,98133,47.7073,-122.34,1130,5693,1,0,2014,58,3.0,0,395833,0,0,0,0,0,1,0,0,0,0,0,0
5104520400,2014-12-02,390000,3,2.5,2350,5100,2.0,0,0,3,8,2350,0,2003,0,98038,47.3512,-122.008,2350,5363,0,0,2014,11,1.2,0,386242,0,0,0,0,0,0,0,0,0,0,0,1
7437100340,2014-12-22,360000,4,2.5,1900,5889,2.0,0,0,3,7,1900,0,1992,0,98038,47.349,-122.031,1870,6405,0,0,2014,22,1.6,0,386242,0,0,0,0,0,0,0,0,0,0,0,1
9418400240,2014-10-28,355000,2,1.0,2020,6720,1.0,0,0,3,7,1010,1010,1948,0,98118,47.5474,-122.291,1720,6720,1,0,2014,66,2.0,0,455125,0,0,0,0,0,0,0,0,0,1,0,0
1523059105,2015-01-28,356000,3,1.5,1680,8712,1.0,0,0,3,8,1680,0,1964,0,98059,47.4811,-122.149,1850,8797,0,0,2015,51,2.0,0,522263,1,0,0,0,0,0,0,0,0,0,0,0
1133000671,2014-06-02,315000,3,1.0,960,6634,1.0,0,0,3,6,960,0,1952,0,98125,47.7264,-122.31,1570,7203,0,0,2014,62,3.0,0,492018,0,0,0,0,0,1,0,0,0,0,0,0
4232902595,2014-11-14,940000,3,1.5,2140,3600,2.0,0,0,3,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800,1,0,2014,89,2.0,0,860011,0,0,0,0,0,0,0,0,0,0,1,0
3342103156,2014-06-18,461000,3,3.25,2770,6278,2.0,0,0,3,9,1980,790,2006,0,98056,47.5228,-122.199,1900,7349,1,0,2014,8,0.9230769230769231,0,438108,0,0,0,0,0,1,0,0,0,0,0,0
1332700270,2014-05-19,215000,2,2.25,1610,2040,2.0,0,0,4,7,1610,0,1979,0,98056,47.518,-122.194,1950,2025,0,0,2014,35,0.8888888888888888,0,438108,0,0,0,0,1,0,0,0,0,0,0,0
3869900162,2014-09-04,335000,2,1.75,1030,1066,2.0,0,0,3,7,765,265,2006,0,98136,47.5394,-122.387,1030,1106,1,0,2014,8,1.1428571428571428,0,569400,0,0,0,0,0,0,0,0,1,0,0,0
2791500270,2014-05-22,243500,4,2.5,1980,7403,2.0,0,0,3,7,1980,0,1988,0,98023,47.2897,-122.37200000000001,1980,7510,0,0,2014,26,1.6,0,296748,0,0,0,0,1,0,0,0,0,0,0,0
4168000060,2015-02-26,153000,3,1.0,1200,10500,1.0,0,0,3,7,1200,0,1962,0,98023,47.321999999999996,-122.351,1350,10500,0,0,2015,53,3.0,0,296748,0,1,0,0,0,0,0,0,0,0,0,0
6021501535,2014-07-25,430000,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.38600000000001,1570,4500,1,0,2014,75,2.0,0,594123,0,0,0,0,0,0,1,0,0,0,0,0
6021501535,2014-12-23,700000,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.38600000000001,1570,4500,1,0,2014,75,2.0,0,594123,0,0,0,0,0,0,0,0,0,0,0,1
3422049190,2015-03-30,247500,3,1.75,1960,15681,1.0,0,0,3,7,1960,0,1967,0,98032,47.3576,-122.277,1750,15616,0,0,2015,48,1.7142857142857142,0,254646,0,0,1,0,0,0,0,0,0,0,0,0
1099611230,2014-09-12,199000,4,1.5,1160,6400,1.0,0,0,4,7,1160,0,1975,0,98023,47.3036,-122.37799999999999,1160,6400,0,0,2014,39,2.6666666666666665,0,296748,0,0,0,0,0,0,0,0,1,0,0,0
5200100125,2014-10-27,555000,3,2.0,1980,3478,1.5,0,0,4,7,1440,540,1929,0,98117,47.6775,-122.37200000000001,1610,3478,1,0,2014,85,1.5,0,594123,0,0,0,0,0,0,0,0,0,1,0,0
6197800045,2014-09-24,290000,3,1.0,1210,33919,1.0,0,0,3,7,1210,0,1954,0,98058,47.4375,-122.184,1640,14910,0,0,2014,60,3.0,0,365714,0,0,0,0,0,0,0,0,1,0,0,0
1328310370,2015-04-02,375000,3,2.5,2340,10005,1.0,0,0,4,8,1460,880,1978,0,98058,47.4431,-122.133,2250,8162,1,0,2015,37,1.2,0,365714,0,0,0,1,0,0,0,0,0,0,0,0
546000875,2014-05-23,460000,3,1.0,1670,4005,1.5,0,0,4,7,1170,500,1939,0,98117,47.6878,-122.38,1240,4005,1,0,2014,75,3.0,0,594123,0,0,0,0,1,0,0,0,0,0,0,0
1853000400,2015-03-05,680000,4,2.5,3140,28037,2.0,0,0,4,10,3140,0,1991,0,98077,47.7304,-122.08200000000001,2990,35001,0,0,2015,24,1.6,0,682898,0,0,1,0,0,0,0,0,0,0,0,0
3134100116,2014-08-27,470000,5,1.75,2030,12342,2.0,0,0,4,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433,0,0,2014,72,2.857142857142857,0,663466,0,0,0,0,0,0,0,1,0,0,0,0
9545230140,2014-07-25,597750,4,2.5,2310,9624,2.0,0,0,3,8,2310,0,1984,0,98027,47.5386,-122.053,1940,9636,0,0,2014,30,1.6,0,631273,0,0,0,0,0,0,1,0,0,0,0,0
2525310310,2014-09-16,272500,3,1.75,1540,12600,1.0,0,0,4,7,1160,0,1980,0,98038,47.3624,-122.031,1540,11656,0,0,2014,34,1.7142857142857142,0,386242,0,0,0,0,0,0,0,0,1,0,0,0
4060000240,2014-06-23,205425,2,1.0,880,6780,1.0,0,0,4,6,880,0,1945,0,98178,47.5009,-122.24799999999999,1190,6780,0,0,2014,69,2.0,0,321857,0,0,0,0,0,1,0,0,0,0,0,0
3454800060,2015-01-08,171800,4,2.0,1570,9600,1.0,0,0,3,6,1570,0,1950,0,98168,47.4965,-122.303,1880,9000,0,0,2015,65,2.0,0,242209,1,0,0,0,0,0,0,0,0,0,0,0
6675500070,2014-11-19,391500,3,2.0,1450,9132,1.0,0,0,3,7,1450,0,1987,0,98034,47.7288,-122.226,1580,9104,0,0,2014,27,1.5,0,576935,0,0,0,0,0,0,0,0,0,0,1,0
3626039187,2015-04-06,395000,2,1.0,770,6000,1.0,0,0,3,6,770,0,1953,0,98117,47.6999,-122.36399999999999,1710,6000,0,0,2015,62,2.0,0,594123,0,0,0,1,0,0,0,0,0,0,0,0
3275860240,2014-06-18,770000,3,2.25,2910,10204,2.0,0,0,3,9,2910,0,1990,0,98052,47.6897,-122.098,2700,13992,0,0,2014,24,1.3333333333333333,0,663466,0,0,0,0,0,1,0,0,0,0,0,0
8732020310,2014-07-17,260000,4,2.25,2160,8811,1.0,0,0,3,8,1360,800,1978,0,98023,47.3129,-122.39,2090,8400,1,0,2014,36,1.7777777777777777,0,296748,0,0,0,0,0,0,1,0,0,0,0,0
9545240070,2015-04-28,660500,4,2.25,2010,9603,1.0,0,0,3,8,1440,570,1986,0,98027,47.5343,-122.054,2060,9793,1,0,2015,29,1.7777777777777777,0,631273,0,0,0,1,0,0,0,0,0,0,0,0
8929000270,2014-05-12,453246,3,2.5,2010,2287,2.0,0,0,3,8,1390,620,2014,0,98029,47.5517,-121.99799999999999,1690,1662,1,0,2014,0,1.2,0,623777,0,0,0,0,1,0,0,0,0,0,0,0
921049315,2014-08-13,199000,3,1.75,1320,17390,1.0,0,0,4,7,1320,0,1956,0,98003,47.3257,-122.296,1550,19265,0,0,2014,58,1.7142857142857142,0,303909,0,0,0,0,0,0,0,1,0,0,0,0
3655000070,2014-08-05,220000,4,1.75,2020,7840,1.0,0,0,3,7,1010,1010,1968,0,98003,47.3309,-122.29899999999999,1750,8140,1,0,2014,46,2.2857142857142856,0,303909,0,0,0,0,0,0,0,1,0,0,0,0
3992700335,2014-07-07,382500,2,1.0,1190,4440,1.0,0,0,3,6,1190,0,1981,0,98125,47.7135,-122.287,1060,5715,0,0,2014,33,2.0,0,492018,0,0,0,0,0,0,1,0,0,0,0,0
4232901525,2014-06-27,665000,2,1.0,1110,3200,1.0,0,0,3,7,1110,0,1925,0,98119,47.6338,-122.35799999999999,1170,3600,0,0,2014,89,2.0,0,860011,0,0,0,0,0,1,0,0,0,0,0,0
1432900240,2015-05-08,205000,3,1.0,1610,8579,1.0,0,0,4,7,1010,600,1962,0,98058,47.4563,-122.171,1610,8579,1,0,2015,53,3.0,0,365714,0,0,0,0,1,0,0,0,0,0,0,0
6140100875,2015-04-15,420000,3,1.0,1060,8097,1.0,0,0,4,7,940,120,1923,0,98133,47.7144,-122.351,1560,7940,1,0,2015,92,3.0,0,395833,0,0,0,1,0,0,0,0,0,0,0,0
6071600370,2015-02-27,500000,4,2.25,2030,8517,1.0,0,0,4,8,1380,650,1961,0,98006,47.5495,-122.17399999999999,2230,8824,1,0,2015,54,1.7777777777777777,0,873856,0,1,0,0,0,0,0,0,0,0,0,0
8075400570,2014-10-30,258000,5,2.0,2260,12500,1.0,0,0,4,8,1130,1130,1960,0,98032,47.3887,-122.286,1360,18000,1,0,2014,54,2.5,0,254646,0,0,0,0,0,0,0,0,0,1,0,0
1994200024,2014-11-04,511000,3,1.0,1430,3455,1.0,0,0,3,7,980,450,1947,0,98103,47.6873,-122.336,1450,4599,1,0,2014,67,3.0,0,591844,0,0,0,0,0,0,0,0,0,0,1,0
3362900810,2014-08-20,532170,3,2.0,1360,3090,2.0,0,0,3,8,1360,0,1990,0,98103,47.6838,-122.353,1500,3090,0,0,2014,24,1.5,0,591844,0,0,0,0,0,0,0,1,0,0,0,0
1324300398,2015-04-09,560000,3,1.0,1110,5000,1.5,0,0,3,7,1110,0,1947,0,98107,47.655,-122.359,1420,5000,0,0,2015,68,3.0,0,604824,0,0,0,1,0,0,0,0,0,0,0,0
537000445,2015-03-31,282950,3,1.0,1250,8200,1.0,0,0,4,7,1250,0,1954,0,98003,47.3255,-122.304,1680,8633,0,0,2015,61,3.0,0,303909,0,0,1,0,0,0,0,0,0,0,0,0
8960000030,2014-07-28,215000,3,1.0,1180,7669,1.0,0,0,4,7,1180,0,1967,0,98058,47.4479,-122.176,1190,7669,0,0,2014,47,3.0,0,365714,0,0,0,0,0,0,1,0,0,0,0,0
8731900200,2014-08-07,320000,4,2.75,2640,7500,1.0,0,0,3,8,1620,1020,1967,0,98023,47.3135,-122.369,1980,7875,1,0,2014,47,1.4545454545454546,0,296748,0,0,0,0,0,0,0,1,0,0,0,0
1081200350,2014-10-03,320000,4,1.75,1760,11180,1.0,0,0,4,8,1760,0,1968,0,98059,47.4715,-122.118,1730,11180,0,0,2014,46,2.2857142857142856,0,522263,0,0,0,0,0,0,0,0,0,1,0,0
84000105,2014-05-07,255000,5,2.25,2060,8632,1.0,0,0,3,7,1030,1030,1962,0,98146,47.4877,-122.335,1010,11680,1,0,2014,52,2.2222222222222223,0,380535,0,0,0,0,1,0,0,0,0,0,0,0
3756500060,2015-03-09,438000,3,1.75,1780,9660,1.0,0,0,3,7,1780,0,1962,0,98034,47.7171,-122.193,1200,9660,0,0,2015,53,1.7142857142857142,0,576935,0,0,1,0,0,0,0,0,0,0,0,0
3574800520,2014-06-20,441000,3,2.75,1910,7280,1.0,0,0,3,7,1160,750,1979,0,98034,47.7319,-122.22399999999999,1710,8152,1,0,2014,35,1.0909090909090908,0,576935,0,0,0,0,0,1,0,0,0,0,0,0
2617300160,2014-08-12,420000,3,2.0,2020,38332,1.0,0,0,4,7,1010,1010,1975,0,98027,47.4582,-122.023,2110,36590,1,0,2014,39,1.5,0,631273,0,0,0,0,0,0,0,1,0,0,0,0
2558660270,2014-12-08,370000,3,1.75,1580,7000,1.0,0,0,3,7,1180,400,1976,0,98034,47.7209,-122.16799999999999,1640,7500,1,0,2014,38,1.7142857142857142,0,576935,0,0,0,0,0,0,0,0,0,0,0,1
1836980160,2015-03-24,807100,4,2.5,2680,4499,2.0,0,0,3,9,2680,0,1999,0,98006,47.565,-122.125,2920,4500,0,0,2015,16,1.6,0,873856,0,0,1,0,0,0,0,0,0,0,0,0
3261020370,2014-06-05,653000,3,2.5,2680,9750,1.0,0,0,4,8,1610,1070,1979,0,98034,47.7028,-122.23100000000001,2480,8750,1,0,2014,35,1.2,0,576935,0,0,0,0,0,1,0,0,0,0,0,0
4330600435,2015-03-16,284000,3,1.75,1560,21000,1.0,0,0,3,7,1560,0,1954,0,98166,47.4776,-122.337,1070,7920,0,0,2015,61,1.7142857142857142,0,487206,0,0,1,0,0,0,0,0,0,0,0,0
9542800700,2015-01-02,272000,3,1.75,2160,7140,1.0,0,0,4,7,1670,490,1978,0,98023,47.3026,-122.374,1930,7350,1,0,2015,37,1.7142857142857142,0,296748,1,0,0,0,0,0,0,0,0,0,0,0
1999700045,2014-05-02,313000,3,1.5,1340,7912,1.5,0,0,3,7,1340,0,1955,0,98133,47.7658,-122.339,1480,7940,0,0,2014,59,2.0,0,395833,0,0,0,0,1,0,0,0,0,0,0,0
1687900520,2014-09-29,673000,4,2.25,2590,8190,2.0,0,0,4,8,2590,0,1980,0,98006,47.5619,-122.125,2260,8335,0,0,2014,34,1.7777777777777777,0,873856,0,0,0,0,0,0,0,0,1,0,0,0
7234600798,2015-02-10,425000,3,2.5,1120,1100,2.0,0,0,3,8,820,300,2008,0,98122,47.6106,-122.31,1590,1795,1,0,2015,7,1.2,0,651815,0,1,0,0,0,0,0,0,0,0,0,0
3881900445,2014-07-09,399950,5,2.75,1970,5400,1.0,0,0,3,7,1320,650,1986,0,98144,47.5868,-122.30799999999999,1280,2150,1,0,2014,28,1.8181818181818181,0,630101,0,0,0,0,0,0,1,0,0,0,0,0
9158100075,2015-01-07,330000,2,1.0,1350,8220,1.0,0,0,3,7,1060,290,1949,0,98177,47.7224,-122.35799999999999,1540,8280,1,0,2015,66,2.0,0,709873,1,0,0,0,0,0,0,0,0,0,0,0
3830630310,2014-07-25,260000,3,2.5,1670,5797,2.0,0,0,3,7,1670,0,1988,0,98030,47.3505,-122.179,1670,6183,0,0,2014,26,1.2,0,304189,0,0,0,0,0,0,1,0,0,0,0,0
8123100045,2015-04-14,470000,4,3.0,2380,5125,1.5,0,0,4,7,1680,700,1925,0,98126,47.5384,-122.376,1410,5375,1,0,2015,90,1.3333333333333333,0,443892,0,0,0,1,0,0,0,0,0,0,0,0
6661200320,2014-07-23,163500,2,1.5,1050,3419,2.0,0,0,3,7,1050,0,1996,0,98038,47.3848,-122.039,1050,3417,0,0,2014,18,1.3333333333333333,0,386242,0,0,0,0,0,0,1,0,0,0,0,0
11510310,2014-09-05,835000,4,2.75,3130,13412,2.0,0,0,3,9,2140,990,1993,0,98052,47.6993,-122.102,2260,9984,1,0,2014,21,1.4545454545454546,0,663466,0,0,0,0,0,0,0,0,1,0,0,0
8731951370,2015-04-15,269000,4,1.75,1490,10000,1.0,0,0,4,8,1100,390,1969,0,98023,47.3099,-122.37899999999999,2190,8910,1,0,2015,46,2.2857142857142856,0,296748,0,0,0,1,0,0,0,0,0,0,0,0
1954440060,2014-05-05,560000,3,2.5,1900,8744,2.0,0,0,3,8,1900,0,1987,0,98074,47.62,-122.04299999999999,2030,8744,0,0,2014,27,1.2,0,709751,0,0,0,0,1,0,0,0,0,0,0,0
1115810060,2014-12-05,585188,3,2.25,2230,10026,1.0,0,0,3,8,1430,800,1975,0,98052,47.6647,-122.15299999999999,2230,9340,1,0,2014,39,1.3333333333333333,0,663466,0,0,0,0,0,0,0,0,0,0,0,1
9477200200,2014-08-18,305000,3,1.75,1650,9480,1.0,0,0,3,7,1220,430,1977,0,98034,47.726000000000006,-122.191,1540,8400,1,0,2014,37,1.7142857142857142,0,576935,0,0,0,0,0,0,0,1,0,0,0,0
1432600560,2014-11-05,166950,3,1.0,1190,8820,1.0,0,0,3,6,1190,0,1959,0,98058,47.4616,-122.184,1230,7980,0,0,2014,55,3.0,0,365714,0,0,0,0,0,0,0,0,0,0,1,0
3663500060,2014-06-25,400000,3,2.5,2180,7508,1.0,0,0,4,7,1420,760,1962,0,98133,47.7606,-122.336,1900,7818,1,0,2014,52,1.2,0,395833,0,0,0,0,0,1,0,0,0,0,0,0
3996900125,2014-12-01,230000,3,1.0,1060,10228,1.0,0,0,3,7,1060,0,1948,0,98155,47.7481,-122.3,1570,10228,0,0,2014,66,3.0,0,450201,0,0,0,0,0,0,0,0,0,0,0,1
